gameid,qtr,min,sec,off,def,down,togo,ydline,description,offscore,defscore,season
20141005_ATL@NYG,1,7,37,NYG,ATL,1,6,94,(7:37) 10-E.MANNING PASS INCOMPLETE SHORT RIGHT TO 82-R.RANDLE.,0,0,2014
20141005_ATL@NYG,1,7,27,NYG,ATL,2,6,94,"(7:27) (NO HUDDLE, SHOTGUN) 10-E.MANNING PASS SHORT RIGHT TO 82-R.RANDLE TO ATL 3 FOR 3 YARDS (21-D.TRUFANT).",0,0,2014
20141005_ATL@NYG,1,6,50,NYG,ATL,3,3,97,"(6:50) (NO HUDDLE, SHOTGUN) 10-E.MANNING PASS SHORT RIGHT TO 82-R.RANDLE FOR 3 YARDS, TOUCHDOWN.",0,0,2014
20141005_ATL@NYG,1,6,40,NYG,ATL,0,0,98,"3-J.BROWN EXTRA POINT IS GOOD, CENTER-51-Z.DEOSSIE, HOLDER-5-S.WEATHERFORD.",0,0,2014
20141005_ATL@NYG,1,6,40,NYG,ATL,0,0,35,3-J.BROWN KICKS 67 YARDS FROM NYG 35 TO ATL -2. 17-D.HESTER TO ATL 20 FOR 22 YARDS (54-S.PAYSINGER).,0,0,2014
20141005_ATL@NYG,1,6,33,ATL,NYG,1,10,20,"(6:33) 2-M.RYAN PASS SHORT MIDDLE TO 39-S.JACKSON TO ATL 25 FOR 5 YARDS (53-J.MCCLAIN, 57-J.WILLIAMS).",0,0,2014
20141005_ATL@NYG,1,6,0,ATL,NYG,2,5,25,(6:00) 2-M.RYAN PASS DEEP LEFT TO 11-J.JONES TO ATL 47 FOR 22 YARDS (26-A.ROLLE) [95-J.HANKINS].,0,0,2014
20141005_ATL@NYG,1,5,42,ATL,NYG,1,10,47,(5:42) 39-S.JACKSON RIGHT TACKLE TO NYG 42 FOR 11 YARDS (57-J.WILLIAMS).,0,0,2014
20141005_ATL@NYG,1,5,5,ATL,NYG,1,10,58,"(5:05) 39-S.JACKSON LEFT TACKLE TO NYG 40 FOR 2 YARDS (94-M.KIWANUKA, 95-J.HANKINS).",0,0,2014
20141005_ATL@NYG,1,4,28,ATL,NYG,2,8,60,"(4:28) 2-M.RYAN PASS INCOMPLETE DEEP LEFT TO 11-J.JONES (21-D.RODGERS-CROMARTIE). PENALTY ON NYG-20-P.AMUKAMARA, ILLEGAL USE OF HANDS, 5 YARDS, ENFORCED AT NYG 40 - NO PLAY.",0,0,2014
20141005_ATL@NYG,1,4,18,ATL,NYG,1,10,65,(4:18) 2-M.RYAN PASS SHORT RIGHT TO 11-J.JONES TO NYG 23 FOR 12 YARDS (26-A.ROLLE).,0,0,2014
20141005_ATL@NYG,1,3,43,ATL,NYG,1,10,77,"(3:43) 35-A.SMITH LEFT GUARD TO NYG 21 FOR 2 YARDS (57-J.WILLIAMS, 99-C.JENKINS).",0,0,2014
20141005_ATL@NYG,1,2,56,ATL,NYG,2,8,79,(2:56) 2-M.RYAN PASS INCOMPLETE DEEP MIDDLE TO 17-D.HESTER.,0,0,2014
20141005_ATL@NYG,1,2,48,ATL,NYG,3,8,79,(2:48) (SHOTGUN) 2-M.RYAN PASS SHORT MIDDLE TO 11-J.JONES TO NYG 10 FOR 11 YARDS (38-T.MCBRIDE).,0,0,2014
20141005_ATL@NYG,1,2,11,ATL,NYG,1,10,90,"(2:11) 39-S.JACKSON LEFT END FOR 10 YARDS, TOUCHDOWN.",0,0,2014
20141005_ATL@NYG,1,1,57,ATL,NYG,0,0,98,"3-M.BRYANT EXTRA POINT IS GOOD, CENTER-47-J.HARRIS, HOLDER-5-M.BOSHER.",0,0,2014
20141005_ATL@NYG,1,1,57,ATL,NYG,0,0,35,"5-M.BOSHER KICKS 68 YARDS FROM ATL 35 TO NYG -3. 83-P.PARKER TO NYG 19 FOR 22 YARDS (14-E.WEEMS). FUMBLES (14-E.WEEMS), RECOVERED BY ATL-14-E.WEEMS AT NYG 21. 14-E.WEEMS TO NYG 21 FOR NO GAIN (33-P.HILLIS).",0,0,2014
20141005_ATL@NYG,1,1,48,ATL,NYG,1,10,79,(1:48) (SHOTGUN) 2-M.RYAN PASS SHORT RIGHT TO 84-R.WHITE PUSHED OB AT NYG 17 FOR 4 YARDS (26-A.ROLLE).,0,0,2014
20141005_ATL@NYG,1,1,32,ATL,NYG,2,6,83,"(1:32) 32-J.RODGERS RIGHT TACKLE TO NYG 8 FOR 9 YARDS (38-T.MCBRIDE, 26-A.ROLLE). FUMBLES (38-T.MCBRIDE), RECOVERED BY ATL-80-L.TOILOLO AT NYG 8. 80-L.TOILOLO TO NYG 8 FOR NO GAIN (26-A.ROLLE).",0,0,2014
20141005_ATL@NYG,1,0,44,ATL,NYG,1,8,92,(:44) 39-S.JACKSON UP THE MIDDLE TO NYG 2 FOR 6 YARDS (57-J.WILLIAMS).,0,0,2014
20141005_ATL@NYG,1,0,6,ATL,NYG,2,2,98,"(:06) 39-S.JACKSON RIGHT TACKLE TO NYG 4 FOR -2 YARDS (93-M.PATTERSON, 95-J.HANKINS).",0,0,2014
20141005_ATL@NYG,2,15,0,ATL,NYG,3,4,96,(15:00) (SHOTGUN) 2-M.RYAN PASS SHORT MIDDLE TO 35-A.SMITH TO NYG 3 FOR 1 YARD (57-J.WILLIAMS). SHUFFLE PASS.,0,0,2014
20141005_ATL@NYG,2,14,21,ATL,NYG,4,3,97,"(14:21) 3-M.BRYANT 20 YARD FIELD GOAL IS GOOD, CENTER-47-J.HARRIS, HOLDER-5-M.BOSHER.",0,0,2014
20141005_ATL@NYG,2,14,15,ATL,NYG,0,0,35,5-M.BOSHER KICKS 69 YARDS FROM ATL 35 TO NYG -4. 35-Q.DEMPS TO NYG 17 FOR 21 YARDS (35-A.SMITH).,0,0,2014
20141005_ATL@NYG,2,14,10,NYG,ATL,1,10,17,"(14:10) (SHOTGUN) 10-E.MANNING PASS SHORT LEFT TO 80-V.CRUZ TO NYG 18 FOR 1 YARD (26-J.WILSON, 36-K.ISHMAEL).",0,0,2014
20141005_ATL@NYG,2,13,48,NYG,ATL,2,9,18,(13:48) (NO HUDDLE) 44-A.WILLIAMS RIGHT END TO NYG 16 FOR -2 YARDS (71-K.BIERMANN).,0,0,2014
20141005_ATL@NYG,2,13,7,NYG,ATL,3,11,16,"(13:07) (NO HUDDLE, SHOTGUN) 10-E.MANNING PASS SHORT LEFT TO 83-P.PARKER TO NYG 26 FOR 10 YARDS (41-D.SOUTHWARD).",0,0,2014
20141005_ATL@NYG,2,12,52,NYG,ATL,4,1,26,"(12:52) 5-S.WEATHERFORD PUNTS 46 YARDS TO ATL 28, CENTER-51-Z.DEOSSIE. 17-D.HESTER TO ATL 26 FOR -2 YARDS. LATERAL TO 26-J.WILSON TO ATL 25 FOR -1 YARDS (57-J.WILLIAMS, 31-Z.BOWMAN).",0,0,2014
20141005_ATL@NYG,2,12,34,ATL,NYG,1,10,25,(12:34) (SHOTGUN) 2-M.RYAN PASS SHORT RIGHT TO 35-A.SMITH TO ATL 33 FOR 8 YARDS (57-J.WILLIAMS).,0,0,2014
20141005_ATL@NYG,2,12,3,ATL,NYG,2,2,33,"(12:03) (NO HUDDLE) 39-S.JACKSON UP THE MIDDLE TO ATL 37 FOR 4 YARDS (53-J.MCCLAIN, 26-A.ROLLE).",0,0,2014
20141005_ATL@NYG,2,11,34,ATL,NYG,1,10,37,"(11:34) (NO HUDDLE, SHOTGUN) 2-M.RYAN PASS SHORT MIDDLE TO 11-J.JONES TO ATL 47 FOR 10 YARDS (26-A.ROLLE, 53-J.MCCLAIN).",0,0,2014
20141005_ATL@NYG,2,11,4,ATL,NYG,1,10,47,"(11:04) (NO HUDDLE) 39-S.JACKSON RIGHT TACKLE TO NYG 49 FOR 4 YARDS (53-J.MCCLAIN, 26-A.ROLLE). PENALTY ON ATL-80-L.TOILOLO, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT ATL 47 - NO PLAY.",0,0,2014
20141005_ATL@NYG,2,10,46,ATL,NYG,1,20,37,"(10:46) (NO HUDDLE, SHOTGUN) 2-M.RYAN PASS SHORT LEFT TO 24-D.FREEMAN TO 50 FOR 13 YARDS (38-T.MCBRIDE, 90-J.PIERRE-PAUL).",0,0,2014
20141005_ATL@NYG,2,10,12,ATL,NYG,2,7,50,"(10:12) (NO HUDDLE, SHOTGUN) 2-M.RYAN PASS SHORT MIDDLE TO 11-J.JONES TO NYG 41 FOR 9 YARDS (78-M.KUHN).",0,0,2014
20141005_ATL@NYG,2,9,42,ATL,NYG,1,10,59,(9:42) (NO HUDDLE) 24-D.FREEMAN LEFT GUARD TO NYG 38 FOR 3 YARDS (35-Q.DEMPS).,0,0,2014
20141005_ATL@NYG,2,9,14,ATL,NYG,2,7,62,(9:14) (NO HUDDLE) 2-M.RYAN PASS INCOMPLETE DEEP LEFT TO 11-J.JONES.,0,0,2014
20141005_ATL@NYG,2,9,9,ATL,NYG,3,7,62,(9:09) (SHOTGUN) 2-M.RYAN PASS INCOMPLETE DEEP LEFT TO 11-J.JONES (21-D.RODGERS-CROMARTIE) [98-D.MOORE].,0,0,2014
20141005_ATL@NYG,2,9,2,ATL,NYG,4,7,62,"(9:02) 5-M.BOSHER PUNTS 19 YARDS TO NYG 19, CENTER-47-J.HARRIS, FAIR CATCH BY 83-P.PARKER.",0,0,2014
20141005_ATL@NYG,2,8,53,NYG,ATL,1,10,19,(8:53) 23-R.JENNINGS LEFT END TO NYG 35 FOR 16 YARDS (55-P.WORRILOW).,0,0,2014
20141005_ATL@NYG,2,8,22,NYG,ATL,1,10,35,(8:22) 23-R.JENNINGS LEFT END PUSHED OB AT NYG 43 FOR 8 YARDS (36-K.ISHMAEL).,0,0,2014
20141005_ATL@NYG,2,7,46,NYG,ATL,2,2,43,"(7:46) 44-A.WILLIAMS RIGHT GUARD TO NYG 44 FOR 1 YARD (77-R.HAGEMAN, 55-P.WORRILOW).",0,0,2014
20141005_ATL@NYG,2,7,8,NYG,ATL,3,1,44,"(7:08) 23-R.JENNINGS RIGHT GUARD TO NYG 47 FOR 3 YARDS (53-P.SHEMBO, 55-P.WORRILOW).",0,0,2014
20141005_ATL@NYG,2,6,28,NYG,ATL,1,10,47,"(6:28) (SHOTGUN) 10-E.MANNING PASS SHORT RIGHT TO 82-R.RANDLE TO ATL 35 FOR 18 YARDS (41-D.SOUTHWARD, 21-D.TRUFANT).",0,0,2014
20141005_ATL@NYG,2,5,54,NYG,ATL,1,10,65,(5:54) 23-R.JENNINGS RIGHT GUARD TO ATL 34 FOR 1 YARD (36-K.ISHMAEL).,0,0,2014
20141005_ATL@NYG,2,5,18,NYG,ATL,2,9,66,"(5:18) (NO HUDDLE, SHOTGUN) 10-E.MANNING SACKED AT ATL 41 FOR -7 YARDS (50-O.UMENYIORA).",0,0,2014
20141005_ATL@NYG,2,4,31,NYG,ATL,3,16,59,"(4:31) (SHOTGUN) 10-E.MANNING PASS SHORT RIGHT TO 23-R.JENNINGS TO ATL 31 FOR 10 YARDS (96-P.SOLIAI, 55-P.WORRILOW).",0,0,2014
20141005_ATL@NYG,2,3,53,NYG,ATL,4,6,69,"(3:53) 3-J.BROWN 49 YARD FIELD GOAL IS GOOD, CENTER-51-Z.DEOSSIE, HOLDER-5-S.WEATHERFORD.",0,0,2014
20141005_ATL@NYG,2,3,40,NYG,ATL,0,0,35,3-J.BROWN KICKS 59 YARDS FROM NYG 35 TO ATL 6. 17-D.HESTER RAN OB AT ATL 25 FOR 19 YARDS (35-Q.DEMPS).,0,0,2014
20141005_ATL@NYG,2,3,32,ATL,NYG,1,10,25,(3:32) 2-M.RYAN PASS SHORT RIGHT TO 11-J.JONES TO ATL 39 FOR 14 YARDS (20-P.AMUKAMARA).,0,0,2014
20141005_ATL@NYG,2,3,8,ATL,NYG,1,10,39,"(3:08) (NO HUDDLE) 39-S.JACKSON RIGHT END TO ATL 43 FOR 4 YARDS (94-M.KIWANUKA, 99-C.JENKINS).",0,0,2014
20141005_ATL@NYG,2,2,34,ATL,NYG,2,6,43,(2:34) (NO HUDDLE) 2-M.RYAN PASS SHORT MIDDLE TO 39-S.JACKSON TO NYG 46 FOR 11 YARDS (26-A.ROLLE).,0,0,2014
20141005_ATL@NYG,2,2,0,ATL,NYG,1,10,54,(2:00) 17-D.HESTER LEFT END TO NYG 43 FOR 3 YARDS (35-Q.DEMPS). END AROUND.,0,0,2014
20141005_ATL@NYG,2,1,32,ATL,NYG,2,7,57,(1:32) (NO HUDDLE) 2-M.RYAN PASS DEEP MIDDLE TO 84-R.WHITE TO NYG 21 FOR 22 YARDS (31-Z.BOWMAN).,0,0,2014
20141005_ATL@NYG,2,1,1,ATL,NYG,1,10,79,"(1:01) (NO HUDDLE) 2-M.RYAN PASS SHORT LEFT TO 11-J.JONES TO NYG 19 FOR 2 YARDS (38-T.MCBRIDE, 20-P.AMUKAMARA).",0,0,2014
20141005_ATL@NYG,2,0,44,ATL,NYG,2,8,81,(:44) (SHOTGUN) 2-M.RYAN PASS SHORT LEFT TO 24-D.FREEMAN TO NYG 10 FOR 9 YARDS (20-P.AMUKAMARA) [91-R.AYERS].,0,0,2014
20141005_ATL@NYG,2,0,22,ATL,NYG,1,10,90,"(:22) (NO HUDDLE) 2-M.RYAN PASS SHORT LEFT TO 11-J.JONES TO NYG 2 FOR 8 YARDS (20-P.AMUKAMARA, 35-Q.DEMPS).",0,0,2014
20141005_ATL@NYG,2,0,15,ATL,NYG,2,2,98,(:15) (SHOTGUN) 2-M.RYAN PASS INCOMPLETE SHORT LEFT TO 32-J.RODGERS.,0,0,2014
20141005_ATL@NYG,2,0,11,ATL,NYG,3,2,98,"(:11) (SHOTGUN) 2-M.RYAN PASS INCOMPLETE SHORT LEFT TO 84-R.WHITE (53-J.MCCLAIN, 20-P.AMUKAMARA).",0,0,2014
20141005_ATL@NYG,2,0,6,ATL,NYG,4,2,98,"(:06) 3-M.BRYANT 20 YARD FIELD GOAL IS GOOD, CENTER-47-J.HARRIS, HOLDER-5-M.BOSHER.",0,0,2014
20141005_ATL@NYG,2,0,3,ATL,NYG,0,0,35,5-M.BOSHER KICKS 31 YARDS FROM ATL 35 TO NYG 34. 83-P.PARKER TO NYG 35 FOR 1 YARD.,0,0,2014
20141005_ATL@NYG,2,0,1,NYG,ATL,1,10,35,(:01) 10-E.MANNING KNEELS TO NYG 34 FOR -1 YARDS.,0,0,2014
20141005_ATL@NYG,3,15,0,NYG,ATL,0,0,35,3-J.BROWN KICKS 69 YARDS FROM NYG 35 TO ATL -4. 17-D.HESTER TO ATL 15 FOR 19 YARDS (98-D.MOORE).,0,0,2014
20141005_ATL@NYG,3,14,54,ATL,NYG,1,10,15,"(14:54) 39-S.JACKSON LEFT END TO ATL 18 FOR 3 YARDS (94-M.KIWANUKA, 58-M.HERZLICH).",0,0,2014
20141005_ATL@NYG,3,14,19,ATL,NYG,2,7,18,"(14:19) (SHOTGUN) 2-M.RYAN PASS SHORT MIDDLE TO 39-S.JACKSON TO ATL 28 FOR 10 YARDS (53-J.MCCLAIN, 57-J.WILLIAMS).",0,0,2014
20141005_ATL@NYG,3,13,41,ATL,NYG,1,10,28,(13:41) 2-M.RYAN PASS INCOMPLETE SHORT LEFT TO 39-S.JACKSON (90-J.PIERRE-PAUL).,0,0,2014
20141005_ATL@NYG,3,13,34,ATL,NYG,2,10,28,(13:34) (SHOTGUN) 2-M.RYAN PASS INCOMPLETE SHORT MIDDLE TO 80-L.TOILOLO (53-J.MCCLAIN).,0,0,2014
20141005_ATL@NYG,3,13,28,ATL,NYG,3,10,28,"(13:28) (SHOTGUN) 2-M.RYAN PASS DEEP RIGHT INTENDED FOR 84-R.WHITE INTERCEPTED BY 35-Q.DEMPS AT NYG 45. 35-Q.DEMPS TO ATL 49 FOR 6 YARDS (32-J.RODGERS). FUMBLES (32-J.RODGERS), RECOVERED BY ATL-32-J.RODGERS AT ATL 44. 32-J.RODGERS TO ATL 44 FOR NO GAIN (35-Q.DEMPS). PENALTY ON NYG-20-P.AMUKAMARA, DEFENSIVE HOLDING, DECLINED.",0,0,2014
20141005_ATL@NYG,3,13,14,ATL,NYG,1,10,44,"(13:14) 39-S.JACKSON LEFT TACKLE TO ATL 45 FOR 1 YARD (90-J.PIERRE-PAUL, 93-M.PATTERSON).",0,0,2014
20141005_ATL@NYG,3,12,41,ATL,NYG,2,9,45,"(12:41) 2-M.RYAN PASS SHORT MIDDLE TO 39-S.JACKSON TO 50 FOR 5 YARDS (58-M.HERZLICH, 57-J.WILLIAMS).",0,0,2014
20141005_ATL@NYG,3,11,52,ATL,NYG,3,4,50,"(11:52) (SHOTGUN) 2-M.RYAN PASS INCOMPLETE SHORT RIGHT TO 17-D.HESTER (20-P.AMUKAMARA, 57-J.WILLIAMS) [90-J.PIERRE-PAUL].",0,0,2014
20141005_ATL@NYG,3,11,45,ATL,NYG,4,4,50,"(11:45) 5-M.BOSHER PUNTS 34 YARDS TO NYG 16, CENTER-47-J.HARRIS, FAIR CATCH BY 83-P.PARKER. PENALTY ON NYG-90-J.PIERRE-PAUL, RUNNING INTO THE KICKER, 5 YARDS, ENFORCED AT 50 - NO PLAY.",0,0,2014
20141005_ATL@NYG,3,11,37,ATL,NYG,1,10,55,"(11:37) 32-J.RODGERS UP THE MIDDLE TO NYG 44 FOR 1 YARD (57-J.WILLIAMS, 78-M.KUHN).",0,0,2014
20141005_ATL@NYG,3,11,4,ATL,NYG,2,9,56,"(11:04) 2-M.RYAN PASS SHORT LEFT TO 11-J.JONES TO NYG 44 FOR NO GAIN (91-R.AYERS, 90-J.PIERRE-PAUL).",0,0,2014
20141005_ATL@NYG,3,10,19,ATL,NYG,3,9,56,(10:19) (SHOTGUN) 2-M.RYAN PASS INCOMPLETE DEEP LEFT TO 11-J.JONES.,0,0,2014
20141005_ATL@NYG,3,10,11,ATL,NYG,4,9,56,"(10:11) 5-M.BOSHER PUNTS 32 YARDS TO NYG 12, CENTER-47-J.HARRIS, FAIR CATCH BY 83-P.PARKER.",0,0,2014
20141005_ATL@NYG,3,10,3,NYG,ATL,1,10,12,"(10:03) 23-R.JENNINGS UP THE MIDDLE TO NYG 20 FOR 8 YARDS (53-P.SHEMBO, 36-K.ISHMAEL).",0,0,2014
20141005_ATL@NYG,3,9,29,NYG,ATL,2,2,20,"(9:29) 44-A.WILLIAMS UP THE MIDDLE TO NYG 25 FOR 5 YARDS (53-P.SHEMBO, 36-K.ISHMAEL).",0,0,2014
20141005_ATL@NYG,3,8,54,NYG,ATL,1,10,25,"(8:54) 44-A.WILLIAMS RIGHT END TO NYG 28 FOR 3 YARDS (71-K.BIERMANN, 53-P.SHEMBO).",0,0,2014
20141005_ATL@NYG,3,8,12,NYG,ATL,2,7,28,"(8:12) (SHOTGUN) 10-E.MANNING PASS SHORT LEFT TO 82-R.RANDLE TO NYG 38 FOR 10 YARDS (26-J.WILSON, 23-R.ALFORD). PENALTY ON NYG-77-J.JERRY, OFFENSIVE HOLDING, OFFSETTING, ENFORCED AT NYG 28 - NO PLAY. PENALTY ON ATL-23-R.ALFORD, ILLEGAL CONTACT, OFFSETTING.",0,0,2014
20141005_ATL@NYG,3,7,58,NYG,ATL,2,7,28,"(7:58) 44-A.WILLIAMS LEFT END TO NYG 33 FOR 5 YARDS (36-K.ISHMAEL, 71-K.BIERMANN).",0,0,2014
20141005_ATL@NYG,3,7,14,NYG,ATL,3,2,33,(7:14) (SHOTGUN) 10-E.MANNING PASS INCOMPLETE SHORT MIDDLE TO 82-R.RANDLE (23-R.ALFORD).,0,0,2014
20141005_ATL@NYG,3,7,6,NYG,ATL,4,2,33,"(7:06) 5-S.WEATHERFORD PUNTS 67 YARDS TO END ZONE, CENTER-51-Z.DEOSSIE, TOUCHBACK.",0,0,2014
20141005_ATL@NYG,3,6,57,ATL,NYG,1,10,20,(6:57) (SHOTGUN) 2-M.RYAN PASS SHORT RIGHT TO 39-S.JACKSON PUSHED OB AT ATL 26 FOR 6 YARDS (57-J.WILLIAMS).,0,0,2014
20141005_ATL@NYG,3,6,36,ATL,NYG,2,4,26,"(6:36) (NO HUDDLE) 39-S.JACKSON UP THE MIDDLE TO ATL 26 FOR NO GAIN (26-A.ROLLE, 93-M.PATTERSON).",0,0,2014
20141005_ATL@NYG,3,5,52,ATL,NYG,3,4,26,"(5:52) (SHOTGUN) 2-M.RYAN PASS SHORT LEFT TO 35-A.SMITH FOR 74 YARDS, TOUCHDOWN.",0,0,2014
20141005_ATL@NYG,3,5,37,ATL,NYG,0,0,98,"3-M.BRYANT EXTRA POINT IS GOOD, CENTER-47-J.HARRIS, HOLDER-5-M.BOSHER.",0,0,2014
20141005_ATL@NYG,3,5,37,ATL,NYG,0,0,35,5-M.BOSHER KICKS 63 YARDS FROM ATL 35 TO NYG 2. 35-Q.DEMPS TO NYG 19 FOR 17 YARDS (14-E.WEEMS).,0,0,2014
20141005_ATL@NYG,3,5,31,NYG,ATL,1,10,19,(5:31) (SHOTGUN) 10-E.MANNING PASS INCOMPLETE DEEP LEFT TO 13-O.BECKHAM.,0,0,2014
20141005_ATL@NYG,3,5,24,NYG,ATL,2,10,19,"(5:24) (NO HUDDLE, SHOTGUN) 44-A.WILLIAMS RIGHT TACKLE TO NYG 24 FOR 5 YARDS (36-K.ISHMAEL, 53-P.SHEMBO).",0,0,2014
20141005_ATL@NYG,3,4,53,NYG,ATL,3,5,24,"(4:53) (NO HUDDLE, SHOTGUN) PENALTY ON ATL-93-M.GOODMAN, NEUTRAL ZONE INFRACTION, 5 YARDS, ENFORCED AT NYG 24 - NO PLAY.",0,0,2014
20141005_ATL@NYG,3,4,36,NYG,ATL,1,10,29,"(4:36) (NO HUDDLE, SHOTGUN) 10-E.MANNING PASS INCOMPLETE DEEP LEFT TO 13-O.BECKHAM. PENALTY ON ATL-23-R.ALFORD, DEFENSIVE HOLDING, DECLINED. PENALTY ON ATL-23-R.ALFORD, DEFENSIVE PASS INTERFERENCE, 26 YARDS, ENFORCED AT NYG 29 - NO PLAY.",0,0,2014
20141005_ATL@NYG,3,4,28,NYG,ATL,1,10,55,"(4:28) (NO HUDDLE, SHOTGUN) 10-E.MANNING PASS SHORT MIDDLE TO 44-A.WILLIAMS TO ATL 31 FOR 14 YARDS (55-P.WORRILOW).",0,0,2014
20141005_ATL@NYG,3,3,49,NYG,ATL,1,10,69,"(3:49) (NO HUDDLE, SHOTGUN) 10-E.MANNING PASS INCOMPLETE DEEP RIGHT TO 80-V.CRUZ (26-J.WILSON).",0,0,2014
20141005_ATL@NYG,3,3,38,NYG,ATL,2,10,69,(3:38) (NO HUDDLE) 10-E.MANNING PASS SHORT RIGHT TO 13-O.BECKHAM PUSHED OB AT ATL 23 FOR 8 YARDS (36-K.ISHMAEL).,0,0,2014
20141005_ATL@NYG,3,3,3,NYG,ATL,3,2,77,"(3:03) (NO HUDDLE, SHOTGUN) 10-E.MANNING PASS SHORT MIDDLE TO 82-R.RANDLE TO ATL 14 FOR 9 YARDS (36-K.ISHMAEL, 41-D.SOUTHWARD). ATL-26-J.WILSON WAS INJURED DURING THE PLAY.",0,0,2014
20141005_ATL@NYG,3,2,44,NYG,ATL,1,10,86,"(2:44) (SHOTGUN) 44-A.WILLIAMS RIGHT GUARD TO ATL 3 FOR 11 YARDS (36-K.ISHMAEL, 20-D.LOWERY).",0,0,2014
20141005_ATL@NYG,3,2,17,NYG,ATL,1,3,97,"(2:17) (NO HUDDLE, SHOTGUN) 10-E.MANNING PASS INCOMPLETE SHORT RIGHT TO 82-R.RANDLE.",0,0,2014
20141005_ATL@NYG,3,2,10,NYG,ATL,2,3,97,"(2:10) (SHOTGUN) 44-A.WILLIAMS RIGHT GUARD FOR 3 YARDS, TOUCHDOWN.",0,0,2014
20141005_ATL@NYG,3,2,5,NYG,ATL,0,0,98,"3-J.BROWN EXTRA POINT IS GOOD, CENTER-51-Z.DEOSSIE, HOLDER-5-S.WEATHERFORD.",0,0,2014
20141005_ATL@NYG,3,2,5,NYG,ATL,0,0,35,3-J.BROWN KICKS 54 YARDS FROM NYG 35 TO ATL 11. 32-J.RODGERS TO ATL 21 FOR 10 YARDS (81-A.ROBINSON).,0,0,2014
20141005_ATL@NYG,3,1,59,ATL,NYG,1,10,21,"(1:59) 24-D.FREEMAN LEFT END TO ATL 22 FOR 1 YARD (95-J.HANKINS, 90-J.PIERRE-PAUL).",0,0,2014
20141005_ATL@NYG,3,1,22,ATL,NYG,2,9,22,"(1:22) (SHOTGUN) 2-M.RYAN PASS SHORT LEFT TO 24-D.FREEMAN TO ATL 21 FOR -1 YARDS (38-T.MCBRIDE, 57-J.WILLIAMS).",0,0,2014
20141005_ATL@NYG,3,0,40,ATL,NYG,3,10,21,(:40) (SHOTGUN) 2-M.RYAN PASS INCOMPLETE SHORT RIGHT TO 80-L.TOILOLO [91-R.AYERS].,0,0,2014
20141005_ATL@NYG,3,0,33,ATL,NYG,4,10,21,"(:33) 5-M.BOSHER PUNTS 43 YARDS TO NYG 36, CENTER-47-J.HARRIS, FAIR CATCH BY 13-O.BECKHAM.",0,0,2014
20141005_ATL@NYG,3,0,24,NYG,ATL,1,10,36,"(:24) 44-A.WILLIAMS RIGHT END TO NYG 45 FOR 9 YARDS (53-P.SHEMBO, 55-P.WORRILOW).",0,0,2014
20141005_ATL@NYG,4,15,0,NYG,ATL,2,1,45,(15:00) 44-A.WILLIAMS UP THE MIDDLE TO NYG 45 FOR NO GAIN (55-P.WORRILOW).,0,0,2014
20141005_ATL@NYG,4,14,27,NYG,ATL,3,1,45,"(14:27) 44-A.WILLIAMS UP THE MIDDLE TO NYG 46 FOR 1 YARD (55-P.WORRILOW, 53-P.SHEMBO).",0,0,2014
20141005_ATL@NYG,4,13,35,NYG,ATL,1,10,46,(13:35) 33-P.HILLIS LEFT TACKLE TO 50 FOR 4 YARDS (36-K.ISHMAEL).,0,0,2014
20141005_ATL@NYG,4,13,5,NYG,ATL,2,6,50,"(13:05) (NO HUDDLE, SHOTGUN) 10-E.MANNING PASS SHORT LEFT TO 13-O.BECKHAM RAN OB AT ATL 36 FOR 14 YARDS (55-P.WORRILOW).",0,0,2014
20141005_ATL@NYG,4,12,42,NYG,ATL,1,10,64,"(12:42) (NO HUDDLE, SHOTGUN) 44-A.WILLIAMS UP THE MIDDLE TO ATL 34 FOR 2 YARDS (93-M.GOODMAN, 53-P.SHEMBO).",0,0,2014
20141005_ATL@NYG,4,12,4,NYG,ATL,2,8,66,"(12:04) (NO HUDDLE, SHOTGUN) 10-E.MANNING PASS INCOMPLETE SHORT MIDDLE TO 80-V.CRUZ (26-J.WILSON).",0,0,2014
20141005_ATL@NYG,4,11,55,NYG,ATL,3,8,66,"(11:55) (NO HUDDLE, SHOTGUN) 10-E.MANNING PASS SHORT RIGHT TO 80-V.CRUZ TO ATL 22 FOR 12 YARDS (96-P.SOLIAI).",0,0,2014
20141005_ATL@NYG,4,11,25,NYG,ATL,1,10,78,"(11:25) (NO HUDDLE, SHOTGUN) 33-P.HILLIS LEFT TACKLE TO ATL 19 FOR 3 YARDS (26-J.WILSON, 53-P.SHEMBO).",0,0,2014
20141005_ATL@NYG,4,10,50,NYG,ATL,2,7,81,"(10:50) (NO HUDDLE, SHOTGUN) 10-E.MANNING PASS SHORT RIGHT TO 44-A.WILLIAMS TO ATL 15 FOR 4 YARDS (26-J.WILSON).",0,0,2014
20141005_ATL@NYG,4,10,11,NYG,ATL,3,3,85,"(10:11) (NO HUDDLE, SHOTGUN) 10-E.MANNING PASS SHORT LEFT TO 13-O.BECKHAM FOR 15 YARDS, TOUCHDOWN. PENALTY ON ATL-23-R.ALFORD, DEFENSIVE HOLDING, DECLINED.",0,0,2014
