gameid,qtr,min,sec,off,def,down,togo,ydline,description,offscore,defscore,season
20140907_TEN@KC,2,6,10,TEN,KC,1,10,84,(6:10) 23-S.GREENE RIGHT GUARD TO KC 11 FOR 5 YARDS (56-D.JOHNSON).,0,0,2014
20140907_TEN@KC,2,5,32,TEN,KC,2,5,89,(5:32) (SHOTGUN) 10-J.LOCKER PASS SHORT RIGHT TO 15-J.HUNTER TO KC 2 FOR 9 YARDS (38-R.PARKER).,0,0,2014
20140907_TEN@KC,2,4,43,TEN,KC,1,2,98,"(4:43) (RUN FORMATION) PENALTY ON TEN-10-J.LOCKER, DELAY OF GAME, 5 YARDS, ENFORCED AT KC 2 - NO PLAY.",0,0,2014
20140907_TEN@KC,2,4,16,TEN,KC,1,7,93,(4:16) (SHOTGUN) 23-S.GREENE UP THE MIDDLE TO KC 5 FOR 2 YARDS (56-D.JOHNSON).,0,0,2014
20140907_TEN@KC,2,3,37,TEN,KC,2,5,95,"(3:37) (SHOTGUN) 10-J.LOCKER PASS SHORT MIDDLE TO 82-D.WALKER FOR 5 YARDS, TOUCHDOWN.",0,0,2014
20140907_TEN@KC,2,3,31,TEN,KC,0,0,98,"8-R.SUCCOP EXTRA POINT IS GOOD, CENTER-48-B.BRINKLEY, HOLDER-6-B.KERN.",0,0,2014
20140907_TEN@KC,2,3,31,TEN,KC,0,0,35,"8-R.SUCCOP KICKS 65 YARDS FROM TEN 35 TO END ZONE, TOUCHBACK.",0,0,2014
20140907_TEN@KC,2,3,31,KC,TEN,1,10,20,(3:31) 11-A.SMITH PASS INCOMPLETE DEEP MIDDLE TO 87-T.KELCE (91-D.MORGAN).,0,0,2014
20140907_TEN@KC,2,3,26,KC,TEN,2,10,20,(3:26) (SHOTGUN) 34-K.DAVIS RIGHT GUARD TO KC 23 FOR 3 YARDS (94-S.HILL).,0,0,2014
20140907_TEN@KC,2,2,45,KC,TEN,3,7,23,"(2:45) (SHOTGUN) 11-A.SMITH SCRAMBLES RIGHT END PUSHED OB AT KC 26 FOR 3 YARDS (59-W.WOODYARD). PENALTY ON TEN-58-S.PHILLIPS, UNNECESSARY ROUGHNESS, 15 YARDS, ENFORCED AT KC 26. PENALTY ON TEN-91-D.MORGAN, DEFENSIVE HOLDING, DECLINED.",0,0,2014
20140907_TEN@KC,2,2,21,KC,TEN,1,10,41,(2:21) (SHOTGUN) 11-A.SMITH SCRAMBLES UP THE MIDDLE TO KC 46 FOR 5 YARDS (59-W.WOODYARD).,0,0,2014
20140907_TEN@KC,2,2,0,KC,TEN,2,5,46,(2:00) (SHOTGUN) 11-A.SMITH PASS INCOMPLETE SHORT RIGHT. PASS INTENTIONALLY THROWN AWAY.,0,0,2014
20140907_TEN@KC,2,1,54,KC,TEN,3,5,46,(1:54) (SHOTGUN) 11-A.SMITH SACKED AT KC 40 FOR -6 YARDS (24-C.SENSABAUGH).,0,0,2014
20140907_TEN@KC,2,1,50,KC,TEN,4,11,40,"(1:50) 2-D.COLQUITT PUNTS 30 YARDS TO TEN 30, CENTER-43-T.GAFFORD, OUT OF BOUNDS. PENALTY ON TEN-84-T.THOMPSON, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT TEN 30.",0,0,2014
20140907_TEN@KC,2,1,42,TEN,KC,1,10,20,(1:42) (SHOTGUN) 10-J.LOCKER PASS INCOMPLETE SHORT RIGHT TO 13-K.WRIGHT.,0,0,2014
20140907_TEN@KC,2,1,38,TEN,KC,2,10,20,(1:38) (SHOTGUN) 10-J.LOCKER SCRAMBLES LEFT END PUSHED OB AT TEN 21 FOR 1 YARD (52-J.JOHNSON).,0,0,2014
20140907_TEN@KC,2,1,31,TEN,KC,3,9,21,(1:31) (SHOTGUN) 10-J.LOCKER PASS SHORT MIDDLE TO 15-J.HUNTER TO TEN 36 FOR 15 YARDS (21-S.SMITH).,0,0,2014
20140907_TEN@KC,2,1,3,TEN,KC,1,10,36,(1:03) (SHOTGUN) 10-J.LOCKER PASS INCOMPLETE SHORT RIGHT TO 85-N.WASHINGTON.,0,0,2014
20140907_TEN@KC,2,1,0,TEN,KC,2,10,36,(1:00) (SHOTGUN) 10-J.LOCKER SACKED AT TEN 26 FOR -10 YARDS (99-V.WALKER). KC-56-D.JOHNSON WAS INJURED DURING THE PLAY.,0,0,2014
20140907_TEN@KC,2,0,51,TEN,KC,3,20,26,(:51) (SHOTGUN) 29-L.WASHINGTON UP THE MIDDLE TO TEN 42 FOR 16 YARDS (29-E.BERRY).,0,0,2014
20140907_TEN@KC,2,0,45,TEN,KC,4,4,42,"(:45) 6-B.KERN PUNTS 56 YARDS TO KC 2, CENTER-48-B.BRINKLEY. 85-F.HAMMOND RAN OB AT KC 2 FOR NO GAIN.",0,0,2014
20140907_TEN@KC,2,0,38,KC,TEN,1,10,2,(:38) 11-A.SMITH PASS DEEP LEFT INTENDED FOR 17-D.AVERY INTERCEPTED BY 30-J.MCCOURTY AT KC 42. 30-J.MCCOURTY TO KC 42 FOR NO GAIN (17-D.AVERY).,0,0,2014
20140907_TEN@KC,2,0,28,TEN,KC,1,10,58,(:28) (SHOTGUN) 10-J.LOCKER PASS SHORT LEFT TO 13-K.WRIGHT RAN OB AT KC 28 FOR 14 YARDS.,0,0,2014
20140907_TEN@KC,2,0,22,TEN,KC,1,10,72,(:22) (SHOTGUN) 10-J.LOCKER SCRAMBLES RIGHT END TO KC 26 FOR 2 YARDS (90-J.MAUGA).,0,0,2014
20140907_TEN@KC,2,0,15,TEN,KC,2,8,74,(:15) (SHOTGUN) 10-J.LOCKER SCRAMBLES LEFT END RAN OB AT KC 18 FOR 8 YARDS (21-S.SMITH).,0,0,2014
20140907_TEN@KC,2,0,7,TEN,KC,1,10,82,"(:07) 8-R.SUCCOP 36 YARD FIELD GOAL IS GOOD, CENTER-48-B.BRINKLEY, HOLDER-6-B.KERN.",0,0,2014
20140907_TEN@KC,2,0,3,TEN,KC,0,0,35,8-R.SUCCOP KICKS 38 YARDS FROM TEN 35 TO KC 27. 32-C.GRAY (DIDNT TRY TO ADVANCE) TO KC 27 FOR NO GAIN (39-D.STAFFORD).,0,0,2014
20140907_TEN@KC,3,15,0,KC,TEN,0,0,35,"5-C.SANTOS KICKS 65 YARDS FROM KC 35 TO END ZONE, TOUCHBACK.",0,0,2014
20140907_TEN@KC,3,15,0,TEN,KC,1,10,20,(15:00) (SHOTGUN) 10-J.LOCKER PASS DEEP RIGHT TO 15-J.HUNTER TO KC 41 FOR 39 YARDS (20-C.OWENS).,0,0,2014
20140907_TEN@KC,3,14,26,TEN,KC,1,10,59,"(14:26) (NO HUDDLE, SHOTGUN) 22-D.MCCLUSTER UP THE MIDDLE TO KC 34 FOR 7 YARDS (52-J.JOHNSON; 29-E.BERRY).",0,0,2014
20140907_TEN@KC,3,13,54,TEN,KC,2,3,66,(13:54) (SHOTGUN) 22-D.MCCLUSTER LEFT TACKLE TO KC 30 FOR 4 YARDS (39-H.ABDULLAH). KC-70-M.DEVITO WAS INJURED DURING THE PLAY.,0,0,2014
20140907_TEN@KC,3,13,27,TEN,KC,1,10,70,(13:27) (SHOTGUN) 22-D.MCCLUSTER UP THE MIDDLE TO KC 27 FOR 3 YARDS (91-T.HALI).,0,0,2014
20140907_TEN@KC,3,12,54,TEN,KC,2,7,73,"(12:54) (NO HUDDLE, SHOTGUN) 22-D.MCCLUSTER UP THE MIDDLE TO KC 21 FOR 6 YARDS (38-R.PARKER).",0,0,2014
20140907_TEN@KC,3,12,14,TEN,KC,3,1,79,(12:14) (SHOTGUN) 10-J.LOCKER PASS SHORT LEFT TO 13-K.WRIGHT TO KC 14 FOR 7 YARDS (38-R.PARKER).,0,0,2014
20140907_TEN@KC,3,11,36,TEN,KC,1,10,86,(11:36) (SHOTGUN) 22-D.MCCLUSTER UP THE MIDDLE TO KC 12 FOR 2 YARDS (92-D.POE).,0,0,2014
20140907_TEN@KC,3,10,58,TEN,KC,2,8,88,(10:58) (SHOTGUN) 10-J.LOCKER SCRAMBLES LEFT END PUSHED OB AT KC 6 FOR 6 YARDS (21-S.SMITH).,0,0,2014
20140907_TEN@KC,3,10,31,TEN,KC,3,2,94,"(10:31) (SHOTGUN) 10-J.LOCKER PASS SHORT RIGHT TO 13-K.WRIGHT FOR 6 YARDS, TOUCHDOWN.",0,0,2014
20140907_TEN@KC,3,10,26,TEN,KC,0,0,98,"8-R.SUCCOP EXTRA POINT IS GOOD, CENTER-48-B.BRINKLEY, HOLDER-6-B.KERN.",0,0,2014
20140907_TEN@KC,3,10,26,TEN,KC,0,0,35,"8-R.SUCCOP KICKS 65 YARDS FROM TEN 35 TO END ZONE, TOUCHBACK.",0,0,2014
20140907_TEN@KC,3,10,26,KC,TEN,1,10,20,(10:26) 11-A.SMITH PASS SHORT LEFT TO 25-J.CHARLES PUSHED OB AT KC 23 FOR 3 YARDS (50-Z.GOODEN).,0,0,2014
20140907_TEN@KC,3,9,59,KC,TEN,2,7,23,(9:59) (SHOTGUN) 11-A.SMITH PASS SHORT RIGHT TO 87-T.KELCE TO KC 33 FOR 10 YARDS (33-M.GRIFFIN).,0,0,2014
20140907_TEN@KC,3,9,37,KC,TEN,1,10,33,(9:37) (SHOTGUN) 11-A.SMITH PASS INCOMPLETE DEEP RIGHT TO 17-D.AVERY.,0,0,2014
20140907_TEN@KC,3,9,32,KC,TEN,2,10,33,(9:32) 25-J.CHARLES LEFT END TO KC 33 FOR NO GAIN (99-J.CASEY).,0,0,2014
20140907_TEN@KC,3,8,53,KC,TEN,3,10,33,(8:53) (SHOTGUN) 11-A.SMITH SACKED AT KC 26 FOR -7 YARDS (97-K.KLUG).,0,0,2014
20140907_TEN@KC,3,8,12,KC,TEN,4,17,26,"(8:12) 2-D.COLQUITT PUNTS 44 YARDS TO TEN 30, CENTER-43-T.GAFFORD, FAIR CATCH BY 22-D.MCCLUSTER.",0,0,2014
20140907_TEN@KC,3,8,3,TEN,KC,1,10,30,(8:03) (SHOTGUN) 20-B.SANKEY UP THE MIDDLE TO TEN 34 FOR 4 YARDS (90-J.MAUGA).,0,0,2014
20140907_TEN@KC,3,7,34,TEN,KC,2,6,34,(7:34) (SHOTGUN) 10-J.LOCKER PASS INCOMPLETE DEEP LEFT TO 15-J.HUNTER (21-S.SMITH).,0,0,2014
20140907_TEN@KC,3,7,29,TEN,KC,3,6,34,(7:29) (SHOTGUN) 10-J.LOCKER SACKED AT TEN 33 FOR -1 YARDS (50-J.HOUSTON).,0,0,2014
20140907_TEN@KC,3,6,50,TEN,KC,4,7,33,"(6:50) 6-B.KERN PUNTS 55 YARDS TO KC 12, CENTER-48-B.BRINKLEY. 85-F.HAMMOND TO KC 14 FOR 2 YARDS (53-Q.GROVES).",0,0,2014
20140907_TEN@KC,3,6,41,KC,TEN,1,10,14,"(6:41) (SHOTGUN) 11-A.SMITH PASS DEEP LEFT INTENDED FOR 17-D.AVERY INTERCEPTED BY 30-J.MCCOURTY AT TEN 43. 30-J.MCCOURTY PUSHED OB AT KC 15 FOR 42 YARDS (25-J.CHARLES). THE REPLAY OFFICIAL CHALLENGED THE RUNNER WAS DOWN BY CONTACT RULING, AND THE PLAY WAS REVERSED. (SHOTGUN) 11-A.SMITH PASS DEEP LEFT INTENDED FOR 17-D.AVERY INTERCEPTED BY 30-J.MCCOURTY AT TEN 43. 30-J.MCCOURTY TO TEN 43 FOR NO GAIN (17-D.AVERY).",0,0,2014
20140907_TEN@KC,3,6,31,TEN,KC,1,10,43,(6:31) 10-J.LOCKER PASS DEEP LEFT TO 85-N.WASHINGTON TO KC 38 FOR 19 YARDS (29-E.BERRY).,0,0,2014
20140907_TEN@KC,3,5,52,TEN,KC,1,10,62,(5:52) (SHOTGUN) 10-J.LOCKER PASS SHORT RIGHT TO 84-T.THOMPSON PUSHED OB AT KC 25 FOR 13 YARDS (52-J.JOHNSON).,0,0,2014
20140907_TEN@KC,3,5,24,TEN,KC,1,10,75,(5:24) 23-S.GREENE UP THE MIDDLE TO KC 20 FOR 5 YARDS (90-J.MAUGA).,0,0,2014
20140907_TEN@KC,3,4,48,TEN,KC,2,5,80,(4:48) (SHOTGUN) 23-S.GREENE UP THE MIDDLE TO KC 16 FOR 4 YARDS (90-J.MAUGA).,0,0,2014
20140907_TEN@KC,3,4,16,TEN,KC,3,1,84,(4:16) 23-S.GREENE UP THE MIDDLE TO KC 13 FOR 3 YARDS (29-E.BERRY).,0,0,2014
20140907_TEN@KC,3,3,43,TEN,KC,1,10,87,(3:43) 23-S.GREENE UP THE MIDDLE TO KC 12 FOR 1 YARD (39-H.ABDULLAH).,0,0,2014
20140907_TEN@KC,3,3,0,TEN,KC,2,9,88,(3:00) (SHOTGUN) 10-J.LOCKER PASS INCOMPLETE SHORT RIGHT TO 82-D.WALKER (29-E.BERRY) [39-H.ABDULLAH].,0,0,2014
20140907_TEN@KC,3,2,54,TEN,KC,3,9,88,(2:54) (SHOTGUN) 10-J.LOCKER PASS INCOMPLETE SHORT LEFT TO 22-D.MCCLUSTER.,0,0,2014
20140907_TEN@KC,3,2,50,TEN,KC,4,9,88,"(2:50) 8-R.SUCCOP 31 YARD FIELD GOAL IS GOOD, CENTER-48-B.BRINKLEY, HOLDER-6-B.KERN.",0,0,2014
20140907_TEN@KC,3,2,46,TEN,KC,0,0,35,"8-R.SUCCOP KICKS 65 YARDS FROM TEN 35 TO END ZONE, TOUCHBACK.",0,0,2014
20140907_TEN@KC,3,2,46,KC,TEN,1,10,20,(2:46) 11-A.SMITH PASS SHORT LEFT TO 17-D.AVERY TO KC 35 FOR 15 YARDS (30-J.MCCOURTY).,0,0,2014
20140907_TEN@KC,3,2,11,KC,TEN,1,10,35,(2:11) (SHOTGUN) 11-A.SMITH PASS SHORT LEFT TO 17-D.AVERY TO KC 40 FOR 5 YARDS (30-J.MCCOURTY).,0,0,2014
20140907_TEN@KC,3,1,43,KC,TEN,2,5,40,"(1:43) (NO HUDDLE, SHOTGUN) 11-A.SMITH PASS INCOMPLETE SHORT RIGHT TO 85-F.HAMMOND.",0,0,2014
20140907_TEN@KC,3,1,38,KC,TEN,3,5,40,(1:38) (SHOTGUN) 11-A.SMITH PASS INCOMPLETE DEEP RIGHT TO 88-J.HEMINGWAY.,0,0,2014
20140907_TEN@KC,3,1,33,KC,TEN,4,5,40,(1:33) (PUNT FORMATION) DIRECT SNAP TO 32-C.GRAY.  32-C.GRAY UP THE MIDDLE TO KC 44 FOR 4 YARDS (39-D.STAFFORD).,0,0,2014
20140907_TEN@KC,3,1,26,TEN,KC,1,10,56,(1:26) 23-S.GREENE UP THE MIDDLE TO KC 42 FOR 2 YARDS (92-D.POE).,0,0,2014
20140907_TEN@KC,3,0,49,TEN,KC,2,8,58,(:49) (SHOTGUN) 10-J.LOCKER PASS SHORT LEFT TO 13-K.WRIGHT TO KC 38 FOR 4 YARDS (29-E.BERRY).,0,0,2014
20140907_TEN@KC,3,0,9,TEN,KC,3,4,62,(:09) (SHOTGUN) 10-J.LOCKER PASS SHORT RIGHT TO 82-D.WALKER TO KC 23 FOR 15 YARDS (29-E.BERRY).,0,0,2014
20140907_TEN@KC,4,15,0,TEN,KC,1,10,77,"(15:00) 23-S.GREENE UP THE MIDDLE TO KC 20 FOR 3 YARDS (92-D.POE). PENALTY ON TEN-70-C.WARMACK, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT KC 23 - NO PLAY.",0,0,2014
20140907_TEN@KC,4,14,36,TEN,KC,1,20,67,(14:36) (SHOTGUN) 22-D.MCCLUSTER UP THE MIDDLE TO KC 32 FOR 1 YARD (92-D.POE).,0,0,2014
20140907_TEN@KC,4,13,55,TEN,KC,2,19,68,"(13:55) (SHOTGUN) 10-J.LOCKER SCRAMBLES UP THE MIDDLE PUSHED OB AT KC 30 FOR 2 YARDS (39-H.ABDULLAH). PENALTY ON TEN-71-M.ROOS, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT KC 32 - NO PLAY.",0,0,2014
20140907_TEN@KC,4,13,35,TEN,KC,2,29,58,(13:35) (SHOTGUN) 10-J.LOCKER PASS SHORT RIGHT TO 80-D.HAGAN TO KC 33 FOR 9 YARDS (90-J.MAUGA).,0,0,2014
20140907_TEN@KC,4,12,56,TEN,KC,3,20,67,(12:56) (SHOTGUN) 10-J.LOCKER PASS INCOMPLETE DEEP RIGHT TO 15-J.HUNTER.,0,0,2014
20140907_TEN@KC,4,12,50,TEN,KC,4,20,67,"(12:50) 6-B.KERN PUNTS 23 YARDS TO KC 10, CENTER-48-B.BRINKLEY, FAIR CATCH BY 85-F.HAMMOND. PENALTY ON KC-49-D.SORENSEN, DEFENSIVE OFFSIDE, 5 YARDS, ENFORCED AT KC 33 - NO PLAY.",0,0,2014
20140907_TEN@KC,4,12,43,TEN,KC,4,15,72,"(12:43) 8-R.SUCCOP 46 YARD FIELD GOAL IS GOOD, CENTER-48-B.BRINKLEY, HOLDER-6-B.KERN.",0,0,2014
20140907_TEN@KC,4,12,39,TEN,KC,0,0,35,8-R.SUCCOP KICKS 73 YARDS FROM TEN 35 TO KC -8. 34-K.DAVIS TO KC 17 FOR 25 YARDS (39-D.STAFFORD).,0,0,2014
20140907_TEN@KC,4,12,32,KC,TEN,1,10,17,"(12:32) (SHOTGUN) 11-A.SMITH PASS INCOMPLETE DEEP RIGHT TO 85-F.HAMMOND (25-B.WREH-WILSON). PENALTY ON TEN-21-G.WILSON, UNNECESSARY ROUGHNESS, 15 YARDS, ENFORCED AT KC 17 - NO PLAY.",0,0,2014
20140907_TEN@KC,4,12,26,KC,TEN,1,10,32,(12:26) (SHOTGUN) 11-A.SMITH PASS DEEP RIGHT TO 17-D.AVERY RAN OB AT TEN 43 FOR 25 YARDS [99-J.CASEY].,0,0,2014
20140907_TEN@KC,4,12,13,KC,TEN,1,10,57,(12:13) 25-J.CHARLES UP THE MIDDLE TO TEN 45 FOR -2 YARDS (92-R.PITOITUA).,0,0,2014
20140907_TEN@KC,4,11,50,KC,TEN,2,12,55,"(11:50) (NO HUDDLE, SHOTGUN) 11-A.SMITH SCRAMBLES LEFT END PUSHED OB AT TEN 40 FOR 5 YARDS (59-W.WOODYARD).",0,0,2014
20140907_TEN@KC,4,11,22,KC,TEN,3,7,60,(11:22) (SHOTGUN) 11-A.SMITH PASS INCOMPLETE SHORT LEFT TO 88-J.HEMINGWAY.,0,0,2014
20140907_TEN@KC,4,11,18,KC,TEN,4,7,60,(11:18) (SHOTGUN) 11-A.SMITH PASS SHORT MIDDLE TO 80-A.FASANO TO TEN 22 FOR 18 YARDS (31-B.POLLARD; 33-M.GRIFFIN).,0,0,2014
20140907_TEN@KC,4,10,44,KC,TEN,1,10,78,"(10:44) (NO HUDDLE, SHOTGUN) 11-A.SMITH PASS INCOMPLETE SHORT RIGHT TO 80-A.FASANO.",0,0,2014
20140907_TEN@KC,4,10,40,KC,TEN,2,10,78,(10:40) 11-A.SMITH PASS SHORT LEFT TO 87-T.KELCE TO TEN 10 FOR 12 YARDS (31-B.POLLARD).,0,0,2014
20140907_TEN@KC,4,10,30,KC,TEN,1,10,90,"(10:30) 25-J.CHARLES LEFT END TO TEN 11 FOR -1 YARDS (31-B.POLLARD). PENALTY ON KC-61-R.HUDSON, OFFENSIVE HOLDING, OFFSETTING, ENFORCED AT TEN 10 - NO PLAY. PENALTY ON TEN-31-B.POLLARD, HORSE COLLAR TACKLE, OFFSETTING.",0,0,2014
20140907_TEN@KC,4,10,24,KC,TEN,1,10,90,(10:24) (SHOTGUN) 11-A.SMITH PASS INCOMPLETE SHORT MIDDLE TO 17-D.AVERY (91-D.MORGAN).,0,0,2014
20140907_TEN@KC,4,10,21,KC,TEN,2,10,90,"(10:21) 11-A.SMITH PASS INCOMPLETE SHORT LEFT TO 87-T.KELCE. PENALTY ON TEN-25-B.WREH-WILSON, TAUNTING, 5 YARDS, ENFORCED AT TEN 10.",0,0,2014
20140907_TEN@KC,4,10,16,KC,TEN,1,5,95,"(10:16) 11-A.SMITH PASS SHORT RIGHT TO 80-A.FASANO FOR 5 YARDS, TOUCHDOWN.",0,0,2014
20140907_TEN@KC,4,10,9,KC,TEN,0,0,98,"5-C.SANTOS EXTRA POINT IS GOOD, CENTER-43-T.GAFFORD, HOLDER-2-D.COLQUITT.",0,0,2014
20140907_TEN@KC,4,10,9,KC,TEN,0,0,35,"5-C.SANTOS KICKS 65 YARDS FROM KC 35 TO END ZONE, TOUCHBACK.",0,0,2014
20140907_TEN@KC,4,10,9,TEN,KC,1,10,20,(10:09) 20-B.SANKEY UP THE MIDDLE TO TEN 25 FOR 5 YARDS (29-E.BERRY).,0,0,2014
20140907_TEN@KC,4,10,9,TEN,KC,2,5,25,"(10:09) (RUN FORMATION) PENALTY ON TEN-70-C.WARMACK, FALSE START, 5 YARDS, ENFORCED AT TEN 25 - NO PLAY.",0,0,2014
20140907_TEN@KC,4,9,13,TEN,KC,2,10,20,(9:13) 10-J.LOCKER PASS SHORT MIDDLE TO 84-T.THOMPSON TO TEN 31 FOR 11 YARDS (90-J.MAUGA).,0,0,2014
20140907_TEN@KC,4,8,46,TEN,KC,1,10,31,(8:46) 20-B.SANKEY UP THE MIDDLE TO TEN 32 FOR 1 YARD (91-T.HALI).,0,0,2014
20140907_TEN@KC,4,8,6,TEN,KC,2,9,32,(8:06) 10-J.LOCKER PASS INCOMPLETE SHORT RIGHT TO 15-J.HUNTER.,0,0,2014
20140907_TEN@KC,4,8,2,TEN,KC,3,9,32,"(8:02) (SHOTGUN) 10-J.LOCKER PASS SHORT LEFT TO 85-N.WASHINGTON PUSHED OB AT TEN 44 FOR 12 YARDS (21-S.SMITH) [90-J.MAUGA]. PENALTY ON KC-90-J.MAUGA, ROUGHING THE PASSER, 15 YARDS, ENFORCED AT TEN 44.",0,0,2014
20140907_TEN@KC,4,7,39,TEN,KC,1,10,59,(7:39) 20-B.SANKEY UP THE MIDDLE TO KC 29 FOR 12 YARDS (29-E.BERRY).,0,0,2014
20140907_TEN@KC,4,6,55,TEN,KC,1,10,71,"(6:55) 20-B.SANKEY UP THE MIDDLE TO KC 25 FOR 4 YARDS (90-J.MAUGA). PENALTY ON TEN-72-M.OHER, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT KC 29 - NO PLAY.",0,0,2014
20140907_TEN@KC,4,6,30,TEN,KC,1,20,61,(6:30) 20-B.SANKEY UP THE MIDDLE TO KC 39 FOR NO GAIN (90-J.MAUGA).,0,0,2014
20140907_TEN@KC,4,5,49,TEN,KC,2,20,61,(5:49) (SHOTGUN) 20-B.SANKEY UP THE MIDDLE TO KC 36 FOR 3 YARDS (97-A.BAILEY).,0,0,2014
20140907_TEN@KC,4,5,6,TEN,KC,3,17,64,(5:06) (SHOTGUN) 29-L.WASHINGTON UP THE MIDDLE TO KC 29 FOR 7 YARDS (29-E.BERRY).,0,0,2014
20140907_TEN@KC,4,4,54,TEN,KC,4,10,71,"(4:54) 8-R.SUCCOP 47 YARD FIELD GOAL IS GOOD, CENTER-48-B.BRINKLEY, HOLDER-6-B.KERN.",0,0,2014
20140907_TEN@KC,4,4,50,TEN,KC,0,0,35,"8-R.SUCCOP KICKS 65 YARDS FROM TEN 35 TO END ZONE, TOUCHBACK.",0,0,2014
20140907_TEN@KC,4,4,50,KC,TEN,1,10,20,(4:50) (SHOTGUN) 11-A.SMITH SACKED AT KC 12 FOR -8 YARDS (94-S.HILL).,0,0,2014
20140907_TEN@KC,4,4,20,KC,TEN,2,18,12,(4:20) (SHOTGUN) 11-A.SMITH SCRAMBLES RIGHT END PUSHED OB AT KC 15 FOR 3 YARDS.,0,0,2014
20140907_TEN@KC,4,4,13,KC,TEN,3,15,15,"(4:13) (SHOTGUN) 11-A.SMITH PASS SHORT LEFT TO 25-J.CHARLES TO KC 15 FOR NO GAIN (59-W.WOODYARD). PENALTY ON KC, ILLEGAL FORMATION, DECLINED.",0,0,2014
20140907_TEN@KC,4,4,1,KC,TEN,4,15,15,"(4:01) 2-D.COLQUITT PUNTS 52 YARDS TO TEN 33, CENTER-43-T.GAFFORD, FAIR CATCH BY 22-D.MCCLUSTER.",0,0,2014
20140907_TEN@KC,4,3,53,TEN,KC,1,10,33,(3:53) 23-S.GREENE UP THE MIDDLE TO KC 49 FOR 18 YARDS (38-R.PARKER).,0,0,2014
20140907_TEN@KC,4,3,7,TEN,KC,1,10,51,(3:07) 23-S.GREENE UP THE MIDDLE TO KC 46 FOR 3 YARDS (90-J.MAUGA).,0,0,2014
20140907_TEN@KC,4,2,58,TEN,KC,2,7,54,"(2:58) 23-S.GREENE RIGHT END TO KC 46 FOR NO GAIN (52-J.JOHNSON). PENALTY ON TEN-77-T.LEWAN, FACE MASK (15 YARDS), 15 YARDS, ENFORCED AT KC 46 - NO PLAY.",0,0,2014
20140907_TEN@KC,4,2,31,TEN,KC,2,22,39,(2:31) 23-S.GREENE UP THE MIDDLE TO TEN 49 FOR 10 YARDS (29-E.BERRY).,0,0,2014
20140907_TEN@KC,4,2,10,TEN,KC,3,12,49,(2:10) 23-S.GREENE UP THE MIDDLE TO KC 45 FOR 6 YARDS (51-F.ZOMBO).,0,0,2014
20140907_TEN@KC,4,2,0,TEN,KC,4,6,55,"(2:00) 6-B.KERN PUNTS 42 YARDS TO KC 3, CENTER-48-B.BRINKLEY. 85-F.HAMMOND TO KC 33 FOR 30 YARDS (84-T.THOMPSON).",0,0,2014
20140907_TEN@KC,4,1,47,KC,TEN,1,10,33,(1:47) 11-A.SMITH PASS SHORT LEFT TO 17-D.AVERY TO KC 45 FOR 12 YARDS (25-B.WREH-WILSON).,0,0,2014
20140907_TEN@KC,4,1,21,KC,TEN,1,10,45,(1:21) (NO HUDDLE) 11-A.SMITH PASS SHORT LEFT TO 17-D.AVERY TO TEN 49 FOR 6 YARDS (25-B.WREH-WILSON).,0,0,2014
20140907_TEN@KC,4,1,16,KC,TEN,2,4,51,(1:16) (SHOTGUN) 11-A.SMITH PASS INCOMPLETE DEEP LEFT TO 80-A.FASANO.,0,0,2014
20140907_TEN@KC,4,1,11,KC,TEN,3,4,51,(1:11) 11-A.SMITH PASS DEEP RIGHT INTENDED FOR 17-D.AVERY INTERCEPTED BY 33-M.GRIFFIN AT TEN 30. 33-M.GRIFFIN TO TEN 42 FOR 12 YARDS (68-R.HARRIS).,0,0,2014
20140907_TEN@KC,4,1,2,TEN,KC,1,10,42,(1:02) 10-J.LOCKER KNEELS TO TEN 40 FOR -2 YARDS.,0,0,2014
20140907_TEN@KC,4,0,29,TEN,KC,2,12,40,(:29) 10-J.LOCKER KNEELS TO TEN 39 FOR -1 YARDS.,0,0,2014
20140907_NE@MIA,1,15,0,MIA,NE,0,0,35,"9-C.STURGIS KICKS 65 YARDS FROM MIA 35 TO END ZONE, TOUCHBACK.",0,0,2014
20140907_NE@MIA,1,15,0,NE,MIA,1,10,20,(15:00) 22-S.RIDLEY UP THE MIDDLE TO NE 22 FOR 2 YARDS (55-K.MISI).,0,0,2014
20140907_NE@MIA,1,14,29,NE,MIA,2,8,22,(14:29) 12-T.BRADY PASS SHORT LEFT TO 11-J.EDELMAN TO NE 26 FOR 4 YARDS (29-W.DAVIS).,0,0,2014
20140907_NE@MIA,1,13,52,NE,MIA,3,4,26,(13:52) (SHOTGUN) 12-T.BRADY PASS INCOMPLETE SHORT MIDDLE TO 87-R.GRONKOWSKI.,0,0,2014
20140907_NE@MIA,1,13,45,NE,MIA,4,4,26,"(13:45) (PUNT FORMATION) 6-R.ALLEN PUNT IS BLOCKED BY 58-C.MCCAIN, CENTER-48-D.AIKEN, RECOVERED BY MIA-93-J.TRUSNIK AT NE 15. 93-J.TRUSNIK TO NE 15 FOR NO GAIN (50-R.NINKOVICH).",0,0,2014
